City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,inongo,-1.95,18.2667,71.11,97,96,3.87,CD,1701217768
286,naze,28.3667,129.4833,63.52,54,2,4.43,JP,1701218065
287,saipan,15.1355,145.701,86.7,70,40,17.27,MP,1701218067
288,brazzaville,-4.2658,15.2832,75.51,88,92,1.14,CG,1701218068
289,el soberbio,-27.2985,-54.1988,75.31,99,18,1.83,AR,1701218070
290,oriximina,-1.7656,-55.8661,79.16,75,100,4.81,BR,1701218072
291,berbera,10.4396,45.0143,78.21,72,100,6.53,SO,1701218073
292,lodwar,3.1191,35.5973,82.2,51,43,9.89,KE,1701218075
293,spring creek,40.7266,-115.5859,35.29,70,19,3.67,US,1701218077
294,quellon,-43.1167,-73.6167,51.22,88,100,12.33,CL,1701218078
295,likhoslavl',57.1275,35.464,11.86,98,91,5.12,RU,1701218080
296,marka,1.7159,44.7717,78.67,85,19,11.25,SO,1701218081
297,auna,10.1881,4.7232,77.94,53,15,1.63,NG,1701218083
298,koudougou,12.25,-2.3667,82.8,27,10,7.67,BF,1701218085
299,tangalle,6.024,80.7911,75.36,87,100,3.8,LK,1701218086
300,villa gesell,-37.2639,-56.973,66.31,93,63,19.33,AR,1701218088
301,nuuk,64.1835,-51.7216,36.21,44,100,12.66,GL,1701218090
302,malango,-2.9627,119.9001,75.88,84,100,2.19,ID,1701218091
303,gizo,-8.103,156.8419,83.25,73,100,4.16,SB,1701218093
304,nchelenge,-9.3451,28.734,70.23,89,100,4.59,ZM,1701218094
305,brigantine,39.4101,-74.3646,33.01,54,0,12.66,US,1701218096
306,al jawf,29.5,38.75,54.79,53,100,7.09,SA,1701217932
307,avarua,-21.2078,-159.775,78.85,78,75,17.27,CK,1701218099
308,mersing,2.4312,103.8405,78.71,94,40,4.61,MY,1701218101
309,buala,-8.145,159.5921,84.72,74,100,4.79,SB,1701218103
310,mountain home,43.133,-115.6912,33.28,70,0,8.05,US,1701218092
311,vorkuta,67.5,64.0,12.27,91,100,6.6,RU,1701218106
312,aioun,16.6614,-9.6149,73.74,15,6,9.08,MR,1701217871
313,pacific grove,36.6177,-121.9166,64.08,61,0,8.99,US,1701218112
314,timbiqui,2.7717,-77.6654,76.59,95,100,6.24,CO,1701218113
315,kavarna,43.4333,28.3333,49.57,98,100,20.18,BG,1701218115
316,puri,19.8,85.85,68.52,80,71,6.67,IN,1701218117
317,pemangkat,1.1667,108.9667,81.48,80,41,7.31,ID,1701218118
318,el porvenir,13.7617,-87.3458,78.13,75,67,6.67,HN,1701218122
319,naryshkino,52.9678,35.7268,15.19,92,100,11.1,RU,1701218123
320,ceerigaabo,10.6162,47.368,55.94,32,100,7.31,SO,1701218125
321,guiglo,6.5456,-7.4966,73.02,98,100,2.53,CI,1701218128
322,purcellville,39.1368,-77.7147,28.36,55,40,17.0,US,1701218130
323,volokonovka,50.4827,37.8563,31.33,93,100,12.77,RU,1701218132
324,otaru,43.1894,141.0022,32.58,80,100,26.53,JP,1701218134
325,tahla,34.0485,-4.428,51.33,84,5,2.57,MA,1701218138
326,port blair,11.6667,92.75,82.44,78,75,9.22,IN,1701217992
327,port augusta,-32.5,137.7667,72.27,49,3,15.3,AU,1701218143
328,turpan,42.9333,89.1667,40.32,40,100,2.46,CN,1701218145
329,ouadda,8.0777,22.4007,70.03,37,72,2.77,CF,1701218146
330,az zubayr,30.3945,47.7011,61.0,45,28,12.86,IQ,1701218148
331,moranbah,-22.0016,148.0466,93.22,34,0,12.44,AU,1701218150
332,gwanda,-20.9333,29.0,72.09,33,73,6.11,ZW,1701218151
333,nantucket,41.2835,-70.0995,35.74,46,20,17.27,US,1701218153
334,okhotsk,59.3833,143.3,11.8,92,100,7.18,RU,1701218155
335,darnah,32.767,22.6367,59.45,44,7,27.76,LY,1701218156
336,menongue,-14.6585,17.691,63.45,93,100,4.34,AO,1701218158
337,cheremukhovo,60.3484,59.9851,17.96,96,100,5.01,RU,1701218160
338,yinchuan,38.4681,106.2731,18.63,30,0,6.6,CN,1701218161
339,lampang,18.3333,99.5,64.31,94,43,1.14,TH,1701218163
340,port alfred,-33.5906,26.891,60.19,90,100,4.0,ZA,1701218165
341,araruama,-22.8728,-42.3431,75.25,96,100,13.38,BR,1701218167
342,al ghayzah,16.2079,52.176,75.42,71,100,4.76,YE,1701218168
343,haapsalu,58.9431,23.5414,22.91,89,55,7.54,EE,1701218170
344,flin flon,54.7682,-101.865,33.64,80,100,10.36,CA,1701218172
345,lagoa,39.05,-27.9833,64.2,88,100,5.64,PT,1701218174
346,hasaki,35.7333,140.8333,55.29,50,0,15.03,JP,1701218176
347,castanhal,-1.2939,-47.9264,75.49,84,0,4.07,BR,1701218177
348,okha,53.5739,142.9478,16.54,76,82,8.86,RU,1701218179
349,jaciara,-15.9653,-54.9683,77.76,63,9,4.16,BR,1701218181
350,pamandzi,-12.7967,45.2794,80.38,78,40,3.44,YT,1701218182
351,egersund,58.4513,5.9997,24.08,51,73,4.68,NO,1701218184
352,kalabo,-14.97,22.6814,68.76,79,61,5.3,ZM,1701218186
353,lyakhavichy,53.0388,26.2656,24.01,95,100,12.77,BY,1701218187
354,laguna,38.421,-121.4238,64.06,35,0,6.91,US,1701217905
355,meulaboh,4.1363,96.1285,77.56,88,99,3.09,ID,1701218191
356,broome,42.2506,-75.833,27.9,73,100,10.36,US,1701218192
357,yuzhno-kurilsk,44.0306,145.8556,38.37,74,100,30.71,RU,1701218194
358,saldanha,-33.0117,17.9442,55.45,80,0,14.45,ZA,1701218196
359,niigata,37.9022,139.0236,46.35,81,75,24.16,JP,1701218197
360,ash shihaniyah,25.3686,51.2264,74.82,62,1,11.72,QA,1701218199
361,san juan,-31.5375,-68.5364,76.24,57,1,15.88,AR,1701217935
362,greater sudbury,46.49,-80.99,14.97,91,23,4.38,CA,1701217926
363,tapes,-30.6733,-51.3958,67.62,91,89,22.35,BR,1701218204
364,tarija,-21.5355,-64.7296,75.11,60,40,6.91,BO,1701218205
365,manicore,-5.8092,-61.3003,74.14,93,97,1.07,BR,1701218207
366,zhumadian,32.9794,114.0294,45.72,39,100,16.87,CN,1701217974
367,praia,14.9215,-23.5087,73.94,73,20,5.75,CV,1701218210
368,aasiaat,68.7098,-52.8699,14.97,67,90,19.19,GL,1701218212
369,westport,41.1415,-73.3579,33.78,52,0,16.11,US,1701218040
370,mumford,5.2618,-0.759,78.89,85,94,4.92,GH,1701218215
371,mizan teferi,6.9833,35.5833,61.66,87,62,3.29,ET,1701218217
372,glace bay,46.1969,-59.957,34.97,88,40,5.75,CA,1701218218
373,hithadhoo,-0.6,73.0833,82.54,74,100,9.44,MV,1701218220
374,tebingtinggi,3.3285,99.1625,78.01,91,100,3.53,ID,1701218222
375,kirtland,36.7342,-108.3598,36.7,55,0,0.0,US,1701218223
376,poronaysk,49.2167,143.1167,18.88,83,100,25.84,RU,1701218226
377,hell-ville,-13.4,48.2667,80.17,78,45,4.52,MG,1701218228
378,ketchikan,55.3422,-131.6461,44.58,87,0,0.0,US,1701218230
379,san antonio de pale,-1.4014,5.6325,80.08,80,89,7.23,GQ,1701218231
380,bahcecik,40.6673,29.9149,59.65,48,75,11.5,TR,1701218234
381,haiku-pauwela,20.9219,-156.3051,80.26,78,75,9.22,US,1701218237
382,olyokminsk,60.3736,120.4264,-1.86,92,61,7.38,RU,1701218239
383,wynyard,-41.0,145.7167,63.01,59,100,11.7,AU,1701218240
384,rokytne,51.2796,27.214,28.8,97,100,7.76,UA,1701218242
385,katsuren-haebaru,26.3369,127.8719,71.62,72,20,3.44,JP,1701218243
386,kievka,50.2619,71.5514,37.6,58,100,8.59,KZ,1701218245
387,chonglong,29.7806,104.8522,58.01,75,100,6.51,CN,1701218247
388,santo antonio,-6.3106,-35.4789,75.36,76,90,8.75,BR,1701218249
389,kone,-21.0595,164.8658,84.67,52,100,3.22,NC,1701218250
390,thale,51.75,11.05,31.08,85,100,11.7,DE,1701218252
391,aswan,24.0934,32.907,63.16,45,76,10.0,EG,1701218254
392,yerofey pavlovich,53.9667,121.9667,6.04,65,100,3.62,RU,1701218255
393,bamboo flat,11.7,92.7167,82.49,78,75,9.22,IN,1701218257
394,kurlovo,55.4325,40.4854,11.32,98,66,3.74,RU,1701218000
395,geraldton,-28.7667,114.6,72.01,60,100,12.66,AU,1701218260
396,palikir - national government center,6.9248,158.1611,76.05,94,100,3.44,FM,1701218262
397,iola,37.9245,-95.4,42.85,65,0,0.0,US,1701218264
398,shiqian,27.5225,108.2281,57.99,74,87,2.06,CN,1701218265
399,abbeville,50.1,1.8333,44.56,87,95,8.55,FR,1701218267
400,carnarvon,-24.8667,113.6333,73.0,56,48,13.94,AU,1701218268
401,senanga,-16.1167,23.2667,72.21,65,91,5.46,ZM,1701218270
402,stephenville,32.2207,-98.2023,51.93,46,0,0.0,US,1701218191
403,shenjiamen,29.9576,122.298,62.4,66,38,15.79,CN,1701218273
404,ust-nera,64.5667,143.2,-5.33,98,100,2.35,RU,1701218275
405,belyy yar,53.6039,91.3903,6.69,92,100,2.24,RU,1701218277
406,ar rutbah,33.0381,40.2848,49.41,61,100,7.58,IQ,1701218280
407,dryden,49.7833,-92.7503,17.89,93,100,9.22,CA,1701218281
408,ishigaki,24.3448,124.1572,75.33,69,75,11.5,JP,1701218283
409,itaituba,-4.2761,-55.9836,78.85,75,72,3.09,BR,1701218285
410,vila franca do campo,37.7167,-25.4333,64.81,99,100,6.24,PT,1701218286
411,nova sintra,14.8667,-24.7167,70.93,73,9,11.81,CV,1701218288
412,port saint john's,-31.6229,29.5448,68.11,71,71,18.95,ZA,1701218290
413,kilju,40.9642,129.3278,25.88,25,0,2.62,KP,1701218291
414,arawa,-6.2132,155.5367,89.58,61,100,3.2,PG,1701218293
415,mount pleasant,32.7941,-79.8626,46.54,76,0,0.0,US,1701218295
416,cidade velha,14.9167,-23.6167,73.87,73,20,5.75,CV,1701218297
417,sosnogorsk,63.6023,53.8817,10.54,94,100,5.01,RU,1701218298
418,sao miguel do araguaia,-13.275,-50.1628,79.75,36,0,6.15,BR,1701218300
419,fort st. john,56.2499,-120.8529,37.29,65,20,18.41,CA,1701218129
420,gumdag,39.2061,54.5906,45.63,71,7,13.47,TM,1701218303
421,grand falls-windsor,48.9332,-55.6649,38.5,92,100,1.01,CA,1701218305
422,leninskoye,41.7589,69.3864,57.72,37,100,2.42,KZ,1701218306
423,pop,40.8736,71.1089,43.29,37,99,3.67,UZ,1701218308
424,manga,11.6636,-1.0731,82.94,32,9,6.64,BF,1701218310
425,baykal'sk,51.5058,104.1469,7.99,78,100,5.64,RU,1701218311
426,biloela,-24.4167,150.5,91.11,42,1,13.29,AU,1701218179
427,kilindoni,-7.9139,39.6668,80.49,80,100,9.24,TZ,1701218315
428,zango,13.0515,8.4877,73.0,27,14,7.87,NG,1701218317
429,ridgecrest,35.6225,-117.6709,62.46,22,0,1.99,US,1701218319
430,fisterra,42.9049,-9.2629,62.02,96,100,18.61,ES,1701218322
431,imbituba,-28.24,-48.6703,71.85,94,100,18.45,BR,1701218323
432,pestovo,58.5938,35.8024,16.52,97,92,5.26,RU,1701218325
433,hanzhong,33.0728,107.0303,52.03,56,97,3.02,CN,1701218327
434,amungan,15.3652,119.9582,85.86,62,24,1.72,PH,1701218328
435,korla,41.7597,86.1469,37.45,48,25,7.83,CN,1701218330
436,galesong,-5.3166,119.3661,82.42,67,100,3.36,ID,1701218332
437,luderitz,-26.6481,15.1594,64.6,72,11,22.79,NA,1701218333
438,doetinchem,51.95,6.2833,34.11,93,100,5.01,NL,1701218335
439,lillehammer,61.1146,10.4674,20.03,88,100,9.64,NO,1701218337
440,tromso,69.6496,18.957,30.22,64,0,3.44,NO,1701218338
441,souran,35.2916,36.7488,49.42,64,12,3.62,SY,1701218340
442,minokamo,35.482,137.0217,51.39,55,12,1.9,JP,1701218341
443,san pedro,14.35,121.0167,86.32,77,75,5.01,PH,1701218343
444,mali,12.079,-12.2982,64.2,31,12,2.01,GN,1701218345
445,kapa'a,22.0752,-159.319,82.09,78,75,9.22,US,1701218346
446,at taj,24.2049,23.2857,57.25,34,0,1.99,LY,1701218348
447,yamada,39.4667,141.95,40.55,55,39,8.25,JP,1701218350
448,san luis de la loma,17.2706,-100.8939,79.2,82,65,3.56,MX,1701218351
449,huaraz,-9.5333,-77.5333,56.71,86,100,3.49,PE,1701218218
450,plastun,44.7561,136.2939,12.92,46,100,11.43,RU,1701218354
451,shakiso,5.75,38.9167,53.22,83,9,3.36,ET,1701218356
452,lethem,3.3803,-59.7968,80.4,66,11,6.51,GY,1701218359
453,ardahan,41.1087,42.7022,13.82,84,100,2.93,TR,1701218361
454,tatarsk,55.219,75.9828,22.73,87,100,9.98,RU,1701218363
455,pucallpa,-8.3791,-74.5539,82.44,78,75,10.36,PE,1701218124
456,minot,48.2325,-101.2963,39.42,60,0,18.41,US,1701218366
457,jinchang,38.4953,102.1739,22.19,52,75,4.79,CN,1701218368
458,sodankyla,67.4167,26.6,21.63,88,92,12.24,FI,1701218370
459,marsabit,2.3284,37.9899,66.52,68,79,5.59,KE,1701218371
460,cabedelo,-6.9811,-34.8339,77.67,71,100,11.3,BR,1701218373
461,labrador city,52.9463,-66.9114,19.31,86,75,8.05,CA,1701218375
462,sinop,41.7711,34.8709,39.97,57,100,20.38,TR,1701218365
463,keban,38.7978,38.7336,38.77,53,100,2.82,TR,1701218378
464,zonguldak,41.25,31.8333,44.1,72,99,8.12,TR,1701218379
465,simplicio mendes,-7.8539,-41.9103,77.72,59,25,2.59,BR,1701218381
466,kani keli,-12.9536,45.1033,79.86,77,14,10.0,YT,1701218383
467,aoulef,26.9667,1.0833,61.81,28,0,7.27,DZ,1701218384
468,neyriz,29.1988,54.3278,48.2,51,18,1.14,IR,1701218386
469,tarnobrzeg,50.573,21.6794,27.25,82,100,13.58,PL,1701218388
470,sola,-13.8833,167.55,83.07,84,100,6.91,VU,1701218389
471,fontanelas,38.8472,-9.4372,63.16,97,15,8.5,PT,1701218391
472,sinabang,2.4803,96.3801,80.06,84,100,6.42,ID,1701218393
473,la passe,45.5549,-0.8967,35.83,86,6,4.36,FR,1701218394
474,brookings,44.3114,-96.7984,36.05,66,0,8.05,US,1701218396
475,taroudant,30.4703,-8.877,53.37,83,0,3.51,MA,1701218398
476,sidney,-33.8679,151.2073,76.44,75,75,17.27,AU,1701218375
477,battambang,13.1027,103.1982,71.91,74,100,2.55,KH,1701218401
478,axim,4.8699,-2.2405,78.76,85,32,4.76,GH,1701218402
479,isangel,-19.55,169.2667,82.51,74,75,6.91,VU,1701218404
480,klyuchi,52.2667,79.1667,30.16,72,100,6.96,RU,1701218406
481,ulsteinvik,62.3432,5.8487,27.07,67,100,8.99,NO,1701218408
482,uliastay,47.7417,96.8444,-6.27,72,0,6.04,MN,1701218409
483,sassandra,4.95,-6.0833,77.7,85,23,4.05,CI,1701218411
484,campo largo,-25.4586,-49.5283,68.13,100,100,3.29,BR,1701218413
485,benghazi,32.1167,20.0667,63.72,54,13,17.78,LY,1701218414
486,borogontsy,62.6683,131.1683,-24.47,100,100,1.36,RU,1701218416
487,dambatta,12.433,8.5154,68.11,27,13,7.65,NG,1701218418
488,shimoda,34.6667,138.95,56.1,55,0,29.26,JP,1701218419
489,miri,4.4148,114.0089,77.14,94,20,6.91,MY,1701218300
490,fort mcmurray,56.7268,-111.381,38.71,60,100,8.05,CA,1701218424
491,amga,60.8953,131.9608,-10.03,97,100,2.1,RU,1701218426
492,belaya kholunitsa,58.84,50.8528,15.84,98,100,2.77,RU,1701218428
493,bahadurgarh,28.6833,76.9167,59.11,67,93,4.43,IN,1701218429
494,sabha,27.0377,14.4283,59.47,30,0,9.51,LY,1701218431
495,akrehamn,59.2667,5.1833,28.42,63,40,6.91,NO,1701218433
496,igarka,67.4667,86.5833,-11.97,98,17,5.73,RU,1701218436
497,chifeng,42.2683,118.9636,13.44,36,6,15.97,CN,1701218155
498,maun,-19.9833,23.4167,74.59,52,39,6.76,BW,1701218440
499,ubari,26.5921,12.7805,59.95,30,3,6.78,LY,1701218442
500,kharp,66.8014,65.8081,16.09,95,100,7.9,RU,1701218443
501,nova xavantina,-14.6667,-52.35,82.42,50,81,1.1,BR,1701218445
502,tofol,5.3248,163.0078,82.18,83,100,20.71,FM,1701218449
503,figuig (centre),32.1089,-1.2286,53.83,23,25,2.26,MA,1701218451
504,vila velha,-20.3297,-40.2925,78.75,85,75,6.91,BR,1701218452
505,sayansk,54.1088,102.1648,-8.25,99,21,1.12,RU,1701218454
506,keren,15.7778,38.4581,61.36,84,0,8.16,ER,1701218456
507,utrik,11.2278,169.8474,81.72,77,99,20.42,MH,1701218457
508,hlohovec,48.4317,17.8031,33.55,77,98,15.99,SK,1701218459
509,mogoytuy,51.2833,114.9167,3.56,74,17,12.24,RU,1701218461
510,amos,48.5669,-78.1162,8.65,91,100,8.77,CA,1701218462
511,neiafu,-18.65,-173.9833,84.88,74,20,13.8,TO,1701218464
512,uzhur,55.3036,89.8339,8.46,99,46,5.86,RU,1701218466
513,mount pearl,47.5166,-52.7813,44.94,95,100,21.85,CA,1701218467
514,beyneu,45.3167,55.2,36.66,73,100,9.69,KZ,1701218469
515,harnai,30.1005,67.9374,53.24,34,0,2.71,PK,1701218471
516,lerwick,60.1545,-1.1494,37.4,76,100,21.39,GB,1701218472
517,monterey,36.2505,-121.2516,51.66,59,2,6.85,US,1701218474
518,clarion,41.2148,-79.3853,23.38,76,84,10.49,US,1701218476
519,bodo,67.28,14.405,30.24,64,100,11.5,NO,1701218478
520,bodden town,19.2833,-81.25,82.4,83,20,11.5,KY,1701218480
521,nevel',56.0209,29.9284,7.12,98,100,3.58,RU,1701218481
522,linfen,36.0889,111.5189,36.64,18,79,8.48,CN,1701218483
523,san nicolas,18.1725,120.5953,80.51,83,20,4.61,PH,1701218485
524,palenque,17.5167,-91.9667,71.76,94,100,0.0,MX,1701218487
525,inirida,3.8653,-67.9239,78.64,78,66,1.39,CO,1701218489
526,santiago ixcuintla,21.8167,-105.2167,74.35,67,0,2.48,MX,1701218490
527,tolanaro,-25.0319,46.9987,77.07,78,20,13.8,MG,1701218492
528,ballina,-28.8667,153.5667,79.79,86,98,8.7,AU,1701218496
529,aginskoye,51.1,114.53,3.87,78,22,17.34,RU,1701218499
530,cooper's town,26.8667,-77.5167,71.06,60,100,14.58,BS,1701218501
531,port-vila,-17.7338,168.3219,83.8,74,75,11.5,VU,1701218340
532,mayahi,13.9553,7.6712,75.31,27,76,8.95,NE,1701218505
533,kruisfontein,-34.0033,24.7314,59.31,75,2,20.38,ZA,1701218506
534,kourou,5.1552,-52.6478,80.65,86,16,6.44,GF,1701218508
535,chiredzi,-21.05,31.6667,72.27,34,32,4.88,ZW,1701218510
536,sievi,63.9,24.5,25.75,95,100,10.58,FI,1701218511
537,port macquarie,-31.4333,152.9167,77.9,70,56,16.64,AU,1701218513
538,ludwin,51.3461,22.9058,28.09,100,75,10.36,PL,1701218514
539,el nido,11.1858,119.3956,83.71,78,57,16.96,PH,1701218516
540,nicoya,10.1483,-85.452,76.82,78,100,10.0,CR,1701218518
541,dudinka,69.4058,86.1778,-16.51,100,29,2.21,RU,1701218519
542,krasnaya yaruga,50.8008,35.6583,27.7,92,100,15.64,RU,1701218521
543,maxixe,-23.8597,35.3472,72.88,89,96,7.54,MZ,1701218522
544,acarau,-2.8856,-40.12,79.81,79,79,13.69,BR,1701218524
545,bellaria-igea marina,44.1421,12.47,45.91,90,0,5.75,IT,1701218526
546,wuwei,37.9281,102.6414,23.29,58,7,3.22,CN,1701218527
547,sadri,25.1833,73.4333,60.71,78,0,3.53,IN,1701218529
548,balkanabat,39.5108,54.3671,46.02,76,1,3.6,TM,1701218531
549,walvis bay,-22.9575,14.5053,63.09,85,11,1.97,NA,1701218532
550,kudahuvadhoo,2.6708,72.8944,81.97,77,100,9.13,MV,1701218534
551,masterton,-40.9597,175.6575,51.85,79,100,5.41,NZ,1701218536
552,gasa,31.5,34.4667,59.99,60,100,7.92,PS,1701218293
553,luanco,43.6152,-5.7934,57.02,99,97,6.64,ES,1701218539
554,al 'aziziyah,32.9058,45.0616,55.29,44,96,11.92,IQ,1701218541
555,nar'yan-mar,67.6713,53.087,1.11,95,86,11.01,RU,1701218542
556,kirensk,57.7853,108.1119,-1.75,99,100,2.66,RU,1701218544
557,namsos,64.4662,11.4957,30.25,93,40,2.3,NO,1701218548
558,la paz,-16.5,-68.15,55.38,75,75,9.22,BO,1701218422
559,namibe,-15.1961,12.1522,73.67,80,100,3.4,AO,1701218551
560,goundam,16.4145,-3.6708,73.29,16,0,9.01,ML,1701218553
561,tonghua,41.7201,125.9219,11.97,64,11,11.21,CN,1701218554
562,corinto,37.9407,22.9573,63.9,74,86,5.64,GR,1701218556
563,lev tolstoy,53.2134,39.446,19.78,96,27,7.09,RU,1701218558
564,port-cartier,50.0334,-66.8654,28.51,82,51,11.54,CA,1701218501
565,hilo,19.7297,-155.09,84.27,66,100,14.97,US,1701218561
566,pyin oo lwin,22.0333,96.4667,58.37,85,100,3.31,MM,1701218563
567,puerto aysen,-45.4,-72.7,46.71,99,100,5.93,CL,1701218564
568,el colomo,19.05,-104.25,84.18,67,100,2.42,MX,1701218566
569,berezovyy,51.6667,135.7,4.14,75,30,1.52,RU,1701218568
570,paracuru,-3.41,-39.0306,81.1,80,100,10.8,BR,1701218569
571,oamaru,-45.0784,170.9801,54.97,56,79,10.96,NZ,1701218571
572,portland,45.5234,-122.6762,44.64,65,75,11.01,US,1701218538
573,cururupu,-1.8283,-44.8683,74.68,94,5,3.58,BR,1701218574
574,emerald,-23.5333,148.1667,90.34,52,0,12.39,AU,1701218576
